KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_8Cq82uE,Офицер с палубы,,,,,,,,,,,,,,,,
dialogue_8qCJaO0,"@q0 Добрый день, сэр! Вы, должно быть, тот специалист, которого штаб хотел отправить нам? 7\nn\n Пожалуйста, немедленно сообщите командиру Пендреллу в кабине шаттла.",,,,,,,,,,,,,,,,
dialogue_SCKC8O8,"Спасибо, сделаю!",,,,,,,,,,,,,,,,
dialogue_SiWUmW0,"Заблудись! Мы не будем иметь ничего общего с такими, как ты.",,,,,,,,,,,,,,,,
dialogue_CKqeWie,"Вы уже нашли коммандера Пендрелла? Он в кабине шаттла. n\n Если вы найдете время, возможно, вы сможете помочь нашему технику мистеру Ренду? Просто пройдите через исследовательское крыло справа от нас, а затем налево через дверь! Ему нужна помощь!",,,,,,,,,,,,,,,,
dialogue_8KOUW4e,"@q0 Здравствуйте, сэр! Я вижу, что вы успешно добрались до нас. Пожалуйста, простите нас за то, что мы оставили вас в нашем автомобиле, но вы были бы в безопасности, пока мы не вернулись. Мы как раз собирались уходить. Слава Богу, все прошло хорошо! И слава Богу, мы нашли тебя так быстро. n\n Что случилось? У вас были проблемы с посадкой?",,,,,,,,,,,,,,,,
dialogue_OWKG4Y8,Вмешательство в артефакты?,,,,,,,,,,,,,,,,
dialogue_80ai4G8,"@q0 Здравствуйте, сэр! Я предполагаю, что вы специалист по цвету, которого мы ждали? n\n Вы, кажется, прошли через многое. Могу я спросить, что случилось?",,,,,,,,,,,,,,,,
dialogue_0mq4OGs,Вмешательство в посадку?,,,,,,,,,,,,,,,,
dialogue_aqs8Ooi,"@q0Ah, да. У нас также были серьезные проблемы с артефактами в течение нескольких дней. Моя техническая команда работает над этим круглосуточно. Вообще-то, мы пришли сюда не за артефактами Прародителя, а за Хишкалом. Я начинаю думать, что артефакты должны быть уничтожены в качестве меры предосторожности. В конце концов, год назад здесь произошла крупная катастрофа. Есть даже разговоры о битве и инопланетном флоте, который внезапно появился из ниоткуда. Любопытно, не так ли?",,,,,,,,,,,,,,,,
dialogue_mqKKgWe,"@q0No, к сожалению, нет. В то время я был на задании по другую сторону Федерации. Ты знаешь новый класс Ильмаринен? Мы оборудовали один из кораблей для экспедиции в глубокий космос. Даже Криэль присоединился к экспедиции! Но что произошло в системе Эллиона? Нет. Я знаю все только из новостей. Но скажи мне, этот символ на твоем костюме. Откуда мне знать? Означает ли это что-то особенное?",,,,,,,,,,,,,,,,
dialogue_GO0mSUe,Это символ моего особого отдела.,,,,,,,,,,,,,,,,
dialogue_iS4uWGe,"В этом есть смысл, да. Тогда ты специалист, которого мы ждали все это время. Конечно! Я думал, что увидел символ в новостях. Я, наверное, перепутал. n\n Есть ли что-то еще, что я могу сделать для вас, иначе я боюсь, что мне придется вернуться к ремонту.",,,,,,,,,,,,,,,,
dialogue_a0a8GS8,"Нет, спасибо большое!",,,,,,,,,,,,,,,,
dialogue_CCFuScC,Имя Таш Аки Талан вам что-нибудь говорит?,,,,,,,,,,,,,,,,
dialogue_e4Gu4S4,Что вы здесь исследуете?,,,,,,,,,,,,,,,,
dialogue_K0eaOmW,"Это артефакт-предшественник, поэтому здесь была построена эта станция. Я не знаю деталей, и ученые здесь молчат об этом. Пендрелл и я были переведены сюда позже, из-за Хишкала. Если вы ищете его, он большую часть времени находится в кабине пилота, координируя все действия. Ученые вышвырнули его за дверь после некоторых споров и позволили мне работать здесь только потому, что я держу их оборудование в рабочем состоянии.",,,,,,,,,,,,,,,,
dialogue_q84GKio,До свидания.,,,,,,,,,,,,,,,,
dialogue_qaWkOiQ,Уже вернулся? Как я могу вам помочь?,,,,,,,,,,,,,,,,
dialogue_gOxmWmx,"Один из ученых однажды упомянул это имя. Речь шла об этих артефактах так называемого прародителя и некоторых древних записях, которые были найдены здесь, на Нингуэ. Один из наших патрулей расследует лагерь возле обелиска, и доктор Хендрел, по-видимому, нашел что-то на другом артефакте. К сожалению, мы еще ничего не слышали о любом начинании. На самом деле я тоже не в фокусе.",,,,,,,,,,,,,,,,
dialogue_GOU0q0q,Они знают об этом больше?,,,,,,,,,,,,,,,,
dialogue_SGWOWAW,Консоль системы,,,,,,,,,,,,,,,,
dialogue_aqiit4C,"Неизвестный пользователь. Пожалуйста, свяжитесь с администратором системы.",,,,,,,,,,,,,,,,
dialogue_Cq6qqC8,@d0... Переопределяющий код принят. \n. \n Включить самоуничтожение.,,,,,,,,,,,,,,,,
dialogue_mcgw4eq,"@q0@d0 Хишкал, по-видимому, является первоначальным обитателем этой луны. В целом наши исследования показывают, что этот вид, который является очень мирным по отношению к нам, полностью противоречит любой теории эволюции. Их экзоскелет испускает энергетическое поле, аналогичное полю <color=#ffffff>Progenitor</color>. У нас еще не было возможности проанализировать это более подробно, но у меня была возможность поговорить с одним из старейшин. Мы обменивались информацией окольным способом. Он обещал защитить нас, не зная, что он имел в виду. Я отвезу его в главный лагерь, так как у меня там есть необходимое оборудование.",,,,,,,,,,,,,,,,
dialogue_m4uA4Ki,"<color=#ffffff>Доктор Онко Хиаль, ученый",,,,,,,,,,,,,,,,
dialogue_0CsqKqW,"@q0 Спасибо Аркешу! Это было последнее спасение! Мы собирали образцы, когда внезапно весь ад развалился. Радио выключилось, как и двигатель. Вот! Эти образцы должны немедленно отправиться на станцию и быть обследованы. <color=#ffffff>Пожалуйста, отдайте их непосредственно Пендреллу.</color> Это слишком важно. Образцы не должны быть потеряны, слышишь? Я останусь здесь и буду продолжать собирать. И скажи Пендреллу, чтобы послал больше людей! Мы пока не можем отсюда уехать.",,,,,,,,,,,,,,,,
dialogue_SSWmGCG,По дороге.,,,,,,,,,,,,,,,,
dialogue_K87aeeK,"Пожалуйста, не беспокойте меня. Я собираюсь сделать невероятное открытие. Если вы хотите быть полезным, сообщите в <color=#ffffff> Mr. Rend</color> или <color=#ffffff>Командир Пендрелл</color> на <color=#ffffff>Научная станция</color>база. Перед дверью находится консоль </color>, которая может направлять ваш путь </color>. Предполагая, что мой помощник не сломал его тем временем.",,,,,,,,,,,,,,,,
dialogue_YKS84WO,"Привет, биологический. Пожалуйста, будьте осторожны с безумцами. Они попытаются тебя убить. Не бойтесь защищать себя. n\n Их сущность не будет потеряна.",,,,,,,,,,,,,,,,
dialogue_SCiC0Su,"@q0 Привет, биологический. Спасибо за умиротворение неистовства.",,,,,,,,,,,,,,,,
dialogue_ikeWbmi,"@q0 Еще раз спасибо, биологический. Мы не знаем, как выразить вам благодарность, Биолог. Но мы можем предложить вам это знание.",,,,,,,,,,,,,,,,
dialogue_0GCG4qe,"Я должен был убить их всех, к сожалению.",,,,,,,,,,,,,,,,
dialogue_qW0OiqO,"@q0 Не волнуйся, биологический. n\n Многие из нас едины, а один — это много вещей. Ничего не потеряно. Безумцы потеряли связь. n\n Их сущность будет собрана.",,,,,,,,,,,,,,,,
dialogue_eaOSOaG,@q0 Нам трудно выразить себя на вашем языке. Однажды здесь была одна из звезд. Как и ты. Он жил с нами. Его сущность была поглощена нами.,,,,,,,,,,,,,,,,
dialogue_eSsWeK8,"В любом случае, я должен вести переговоры с вами от имени биологов.",,,,,,,,,,,,,,,,
dialogue_W6hCu0I,"@q0Hm. Мы... удивлены. Биологическое, похожее на вас, но не то же самое, уже было здесь. Его имя. Пендрелл? Да, это его имя. Он хотел нашей сущности. Но мы не могли дать его ему. Он не понял. Он разозлился. Он угрожал. \n\nWe... @w1 Металлы возвращаются! Быстрый, биологический. <color=#ffffff>Пожалуйста, вы должны защитить нас!</color>",,,,,,,,,,,,,,,,
dialogue_KGGmuqu,Что за...?,,,,,,,,,,,,,,,,
dialogue_4i4i04S,Что это значит?,,,,,,,,,,,,,,,,
dialogue_4KaaW8i,"Излучение артефактов-предшественников, по-видимому, является не только происхождением гишкал и их эволюцией. К сожалению, это также делает их более агрессивными, чем сильнее становится излучение. Вскоре точка невозврата была достигнута. Крайне важно, чтобы мы исследовали другие популяции Хишкала на других планетах. К сожалению, я не доживу до того, чтобы это произошло. Излучение Прародителя медленно убьет меня, даже если я не покину эту защищенную пещеру. Надеюсь, кто-нибудь найдет мои записи и продолжит исследования. С хишкалами они хорошо охраняются.",,,,,,,,,,,,,,,,
dialogue_ii8Caeu,"Привет! Вы должны быть специалистом, которого мы ждем. Но я думаю, что никто не станет добровольно переводиться на этот кусок льда. У меня есть несколько минут, если у вас есть вопросы. В противном случае, мы скоро уйдем. У меня есть ощущение, что вмешательство артефакта ухудшается, и я не хочу уходить отсюда без результатов. n\n Что бы вы хотели знать?",,,,,,,,,,,,,,,,
dialogue_OFs44m0,Какова общая ситуация?,,,,,,,,,,,,,,,,
dialogue_C4W1ail,Вмешательство со стороны артефактов?,,,,,,,,,,,,,,,,
dialogue_SmCOamC,<color=#ffffff>Как помочь?</color>,,,,,,,,,,,,,,,,
dialogue_C08quau,Неважно.,,,,,,,,,,,,,,,,
dialogue_ueqGK8u,"Может быть лучше. Сначала мы приехали сюда, чтобы исследовать Хишкала, но, как вы знаете, мы получили приказ также следить за артефактами. Мы не добились большого прогресса и не очень понимаем, для чего они используются, как и ожидалось. Мы построили купол над одним из них, затем вал рухнул. Боюсь, нам не хватает надлежащих буровых инструментов, чтобы снова эвакуировать этот район и продолжить расследование.",,,,,,,,,,,,,,,,
dialogue_iIM4Iim,"Это вызывает у нас все больше и больше проблем. Наша техническая команда в отчаянии. Мы обнаружили, что четыре спутника газового гиганта вызывают какой-то резонансный эффект. Ренд сказал, что эффект сходится в центре орбиты в точке, где осталось только одно поле астероида. Как будто чего-то там не хватает. В любом случае, я надеюсь, что мы сделаем быстрый прогресс с Хишкалом, чтобы мы могли выбраться отсюда.",,,,,,,,,,,,,,,,
dialogue_i0SefGm,"Нет. Боюсь, я не видел этого логотипа. Время от времени мы немного отрезаны от комиксов. Артефакты, кажется, мешают нашим высокотехнологичным технологиям. Год назад произошла драка между войсками Зиракса и другой фракцией, но мы не слышали от Зиракса, о чем все это было. Поскольку они, как правило, стреляют во все, что они не знают, это было то, что мы ожидали. Просто случайный бой. Может быть, даже один из их знаменитых флотских тренеров стреляет по собственным кораблям.",,,,,,,,,,,,,,,,
dialogue_GKquOeD,"Вы нашли старые файлы? Хм. Не уверен, но имя Тален дайте подумать. Я слышал о таком человеке на одном из исторических слушаний, когда посещал Преннскую академию. Но это... это было более 30 лет назад. Мне жаль, что я больше не помню много из этой презентации. Я думаю, это как-то связано с Талоном. Вы должны пойти в Омикрон и спросить там",,,,,,,,,,,,,,,,
dialogue_SCIAi0a,Пока это все. Спасибо!,,,,,,,,,,,,,,,,
dialogue_KGGiG8G,"@q0 Вы были назначены к нам в качестве специалиста для сложных миссий. Как раз вовремя, потому что одна из наших научных команд, возглавляемая доктором Хендреллом, не сообщала об этом в течение некоторого времени. Он должен был взять образцы в районе ледника два дня назад. n\n Ваша первая задача: <color=#ffffff>, пожалуйста, посмотрите, что происходит. n\n И возьмите с собой оружие. Хишкалы становятся все более агрессивными.",,,,,,,,,,,,,,,,
dialogue_qu4OuuS,<color=#ffae00> Сначала нужно подготовиться.</color>,,,,,,,,,,,,,,,,
dialogue_uq0WqeG,У меня есть несколько вопросов <color=#ffffff>.,,,,,,,,,,,,,,,,
dialogue_GSGiSuW,<color=#7dff7d>На моем пути!</color>,,,,,,,,,,,,,,,,
dialogue_euC0OaK,"@q0 Ты уже готова? Эта задача имеет первостепенное значение! Как я уже сказал, <color=#fbff00> Следуйте за маркером</color> и найдите <color=#ffffff>Доктора Хендрелла</color> и нашу научную команду и посмотрите, что происходит. Принесите соответствующее вооружение и сохраните все, что можно спасти.",,,,,,,,,,,,,,,,
dialogue_4u0aGWW,Командир Пендрелл (Polaris Megacorp),,,,,,,,,,,,,,,,
dialogue_ame8eCT,"Здравствуйте!\nn Вы, кажется, заняты? n\n Дайте мне знать, если вам нужно что-то еще или если у вас есть вопросы.",,,,,,,,,,,,,,,,
dialogue_uIOxGCG,"Конечно, но у меня мало времени. n\n Что ты хочешь знать?",,,,,,,,,,,,,,,,
dialogue_0sCSC8q,"@q0 С возвращением! Это был полный успех. Анализ показывает признаки самоорганизующейся материи. Это открывает невероятные возможности! Самосоздание колоний. Самоукрепляющаяся броня! Просто подумай! Революция! Прежде чем я сообщу об этом, нам нужна дополнительная проверка. Доктор Хендрелл попросил меня привезти больше образцов из другого полушария Луны. Вот где ты приходишь. <color=#ffffff>Принесите нам еще пять образцов. К сожалению, вам придется иметь дело с Хишкалом ... будьте готовы.",,,,,,,,,,,,,,,,
dialogue_aYQ0iie,"@q0 Все еще здесь? Тебе стоит поторопиться! Возможно, вам придется преодолеть довольно большое расстояние для выполнения задачи. Помните об оружии. Боюсь, вам придется вывести из строя Хишкала, чтобы взять образцы. В основном вы найдете их ночью и днем в <color=#ffffff>hilly</color> и <color=#ffffff>горных регионах</color>, а также в <color=#ffffff>tundra</color> и на полках <color=#ffffff>ice</color>. Вы также можете найти их рядом с <color=#ffffff>cobalt deposits</color> или вокруг этих <color=#ffffff>progenitor artifacts </color>. Принесите нам образцы <color=#fbff00>5x 'Alien Organism' из Hishkal и вернитесь сюда.",,,,,,,,,,,,,,,,
dialogue_CGGuiG0,"@q0 Доктор Хендрелл выжил благодаря вашим усилиям. Будем надеяться, что оно того стоило. Спасибо, что прислали отчет, я уже взял необходимые данные и анализ ведется. Вы можете использовать <color=#ffffff>keep</color> неотредактированные части <color=#ffffff>report</color>. Вернитесь позже, возможно, к тому времени у нас будут результаты.",,,,,,,,,,,,,,,,
dialogue_0KauSSK,Увидимся позже.,,,,,,,,,,,,,,,,
dialogue_0a2cS0G,"@q0 Я знал, что мы можем положиться на такого специалиста, как ты! Однако собранные образцы придется подождать, потому что в то же время здесь были некоторые атаки более крупных групп Хишкала, как будто они были умными. Я все еще жду больше информации от разведчиков. \n\n<color=#fbff00> Пожалуйста, вернитесь позже.</color>",,,,,,,,,,,,,,,,
dialogue_me0u0eN,"@q0 Хорошие новости! Мы смогли опознать гнездо Хишкала, и именно оттуда происходят атаки. Я думаю, если мы выкурим это, мы будем сдерживать их в течение более длительного времени, и мы можем закончить наши исследования в покое. Пойдем, не теряй времени.\n\n<color=#ffffff> Найдите гнездо и уничтожьте его!",,,,,,,,,,,,,,,,
dialogue_OKmu480,"@q0 Ты все еще здесь? Давай, давай! Очистите эти существа, чтобы мы могли обрести покой. \n<color=#fbff00></color>\n<color=#fbff00> Гнездо отмечено в вашем HUD.</color> \n\n Это старая руина, это был цвет = #fbff00 Лаборатория минерального синтеза</color>. Понятия не имею, что в нем находят эти ходячие айсберги.",,,,,,,,,,,,,,,,
dialogue_i0GOqZx,"@q0 С возвращением! Я только что прочитал отчет о вашей миссии. Все это звучит... очень странно. Ты сказал, что разговаривал с одним из этих существ. Ты уверен, что не только себе это представлял? Может быть, стресс от боя? Неважно. Я дал КПК, которую вы привезли в лабораторию для анализа. \n\n<color=#fbff00> Пожалуйста, вернитесь позже.</color>",,,,,,,,,,,,,,,,
dialogue_OV4qiai,"@q0 Еще раз привет! Должен сказать, вы сделали невероятное открытие. КПК, по-видимому, старше 1000 лет. К сожалению, он был уничтожен во время чтения. Я до сих пор не думаю, что эти звери умны, но, видимо, кто-то пытался с тобой общаться. В любом случае, если в этом есть какая-то правда, нам придется расследовать. <color=#ffffff>Найдите этих так называемых «старейшин»</color>. Лучше всего спросить вашего... контактного лица.",,,,,,,,,,,,,,,,
dialogue_eq4qaSW,"@q0 Фью, это не должно прийти... Ах, ты все еще здесь! Пожалуйста, не тратьте время. \n\n<color=#fbff00> Найдите одного из старейшин гихкаля</color>. Может, начнешь с того, что спросишь Хишкала, которого ты встретил.",,,,,,,,,,,,,,,,
dialogue_iq4OKS8,"@q0 Так что Хишкал знал мое имя, скажете вы. Интересно, но маловероятно. Возможно, вы слишком устали от неудачных событий, частью которых вы были. Я думаю, что ваша миссия здесь выполнена в любом случае. С имеющимися у нас данными у нас достаточно доказательств, чтобы спланировать большой урожай... э-э... дальнейшее расследование хишкала. Большое спасибо за помощь! Я уже доложил в штаб. Пожалуйста, покиньте шаттл. Мы запустим в любую минуту.",,,,,,,,,,,,,,,,
dialogue_CmeKaKa,"Ваша работа здесь закончена, специалист. <color=#fbff00> Пожалуйста, покиньте шаттл и не мешайте нашей подготовке. Я провожу тебя в сопровождении. Охрана!",,,,,,,,,,,,,,,,
dialogue_Ce8iuuO,"@q0Ah, так называемый специалист. Это достаточно близко, сэр! n\n У меня вопрос, если можно. Как так получилось, что о вас никто в штабе не знает? Кто ты такой? Почему ты мешаешь моей работе? До свидания, специалист. Я не забуду их помощь, когда верну услугу, которую вы мне оказали.",,,,,,,,,,,,,,,,
dialogue_4GC8q00,Что за...? Пендрелл! Ты проиграл! Сдавайся!,,,,,,,,,,,,,,,,
dialogue_0Si0G8e,"@q0 Пендрелл сбежал? Этот ублюдок. Мы рисковали своими жизнями ради него, и он был только после тех Хишкалов и их... Сущность? Я не думал, что они умные... Черт. Они, вероятно, больше никогда не будут нам доверять. Нам нужно кое-что наверстать. Как временный командир, это будет моя работа. По крайней мере, благодаря вам, началось. Я этого не забуду!",,,,,,,,,,,,,,,,
dialogue_aWKGeia,Держи глаза открытыми. Удачи!,,,,,,,,,,,,,,,,
dialogue_ummiuae,Андромеда Штрейн,,,,,,,,,,,,,,,,
dialogue_u8m4GKu,<color=#fbff00>Locate:</color> Polaris Planetary Base (<color=#ffffff>Science Station</color>),,,,,,,,,,,,,,,,
dialogue_6eOGeGe,Тебе это не сойдет с рук!,,,,,,,,,,,,,,,,
dialogue_uGuaWeS,Какую сущность хотел Пендрелл?,,,,,,,,,,,,,,,,
dialogue_qOi120S,"@q0 Пожалуйста, биологический. Мы не можем дать вам суть. Мы суть. Мы - энергия. Собери нам землю и камни, как тела. Мы являемся структурой, которая объединяет все. Мы связаны с миром. Мир связан с нами. Мы питаемся вибрациями великих черных камней. Власть и жизнь. Жизнь и власть. Рост, власть и жизнь. Ты понимаешь, биологический?",,,,,,,,,,,,,,,,
dialogue_SSC6uGS,"Думаю, да.",,,,,,,,,,,,,,,,
dialogue_qae4CiW,"@q0 Тот, кого вы называете Пендрелл. Очевидно, что он охотится за нашей «сущностью», как вы ее называете. Летающие металлы. Они были с ним, когда мы впервые встретились. Что ты собираешься делать, биологический?",,,,,,,,,,,,,,,,
dialogue_i4CWSae,Приведите истину к свету. Здесь происходит что-то рыбное!,,,,,,,,,,,,,,,,
dialogue_OSqGmCe,"@q0 Мы благодарим вас за помощь. Мы благодарны. Вот, возьмите эти прекрейпер субстраты в подарок. Они еще не растут, но вы можете найти способ их использовать. n\n Мы стараемся успокоить бешеных. Даже если и не большой успех, то из-за постоянного перекармливания от энергии вибрации становятся сильнее.",,,,,,,,,,,,,,,,
dialogue_4OPCSu4,Спасибо!,,,,,,,,,,,,,,,,
dialogue_mVaKSWq,@q0 Я. Все. Мы. Не. Угроза. \nЗнание. <color=#ffffff>PDA</color> Устройство. Бери. Читай. Понимаешь. Хишкал. Опасность. Большой. Камни. Глоу. Не видно. Старая угроза. Идет. Защити. Биологический!,,,,,,,,,,,,,,,,
dialogue_88Gi0KG,Возьми КПК,,,,,,,,,,,,,,,,
dialogue_eOWiCue,Хишкал (дружелюбный),,,,,,,,,,,,,,,,
dialogue_2eaCRKK,Я. Все. Мы. Не. Угроза. Знания. КПК. Устройство. Бери. Читай. Понимаешь. Хишкал. Опасность. Большой. Камни. Глоу. Не видно. Старая угроза. Идет. Защити. Биологический!,,,,,,,,,,,,,,,,
dialogue_qm0CY8m,Это вызывает некоторые вопросы...,,,,,,,,,,,,,,,,
dialogue_4K0uq00,Хишкал (дружелюбный),,,,,,,,,,,,,,,,
dialogue_qKmIiiG,"@q0 Мы, Страх, Обманщик. Нападение. Урегулирование. Пещера. Помогите! Поверьте. Старейшины. Знания. Защита. Все. \n<color=#fbff00>Show. Air. Map. Быстро. Старейшины. Опасность!",,,,,,,,,,,,,,,,
dialogue_Sqb4C8i,"Ты хочешь, чтобы я пошел туда и помог? Тогда ладно!",,,,,,,,,,,,,,,,
dialogue_0K0uhKW,ИДА,,,,,,,,,,,,,,,,
dialogue_eCOaTKW,"@q0 Отчет был отправлен, и что-то уже происходит! Корабли приближаются, и я читаю сильное бродячее излучение от шаттла! n\n Командующий, <color=#ffffff> Технический офицер Ренд</color> звонит вам!",,,,,,,,,,,,,,,,
dialogue_amuW40O,Надень его!,,,,,,,,,,,,,,,,
dialogue_GaCtmoG,"@q0Sir! Системы безопасности внезапно сходят с ума, поэтому нам нужно было их отключить. Я отслеживаю несколько бомбардировщиков и беспилотников, входящих в наше местоположение. Мы беззащитны! И мы не можем... ждать... это не... Сэр! Это <color=#ffffff>Pendrell</color>! Он перенаправил все элементы управления в кабину челнока <color=#ffffff>. Сэр! Вы должны остановить его <color=#fbff00>! </color>",,,,,,,,,,,,,,,,
dialogue_q04aaqO,Ничто не сделает меня счастливее!,,,,,,,,,,,,,,,,
dialogue_8qqWakO,"Будет невероятно трудно примирить нас с Хишкалом. Тем временем компания направила инспектора. Судя по всему, Пендрелл работает здесь для своих целей. Ходят слухи о связях с пиратским кланом. Салурианцы или что-то в этом роде. n\n Будьте осторожны, [Имя игрока]!",,,,,,,,,,,,,,,,
dialogue_00CGGGu,Консоль системы,,,,,,,,,,,,,,,,
dialogue_04OKq0m,@d0... Переопределяющий код принят. \n. \n Включить самоуничтожение.,,,,,,,,,,,,,,,,
dialogue_LCiWe4W,"Неизвестный пользователь. Пожалуйста, свяжитесь с администратором системы.",,,,,,,,,,,,,,,,
dialogue_Sdg2GaK,"Этот архив содержит журналы и записи КПК, найденные на названных планетах, орбитах или секторах.",,,,,,,,,,,,,,,,
dialogue_8eeaSii,"Ningues (Коронный сектор, Эллион)",,,,,,,,,,,,,,,,
dialogue_amm8Me4,"@q0Oi! Никаких слонов на нашей базе! Если ты из гильдии торговцев, я могу пропустить тебя или ограбить. n\n Что это будет?",,,,,,,,,,,,,,,,
dialogue_eCO2u4a,"Карл Скруммер, гвардия",,,,,,,,,,,,,,,,
dialogue_mW4W00q,Показать оружие. (Миссия)</i>,,,,,,,,,,,,,,,,
dialogue_u44aaOa,"@q0Oi! Крутой человек. Не хотел с тобой спорить... Пожалуйста, будьте нашим гостем. n\n Проверьте <color=#ffffff> Капитан Sehk</color>. Вы можете найти его <color=#fbff00> где-то на корабле</color>. Я опускаю пандусы для тебя.",,,,,,,,,,,,,,,,
dialogue_Z4CCiuq,Спасибо.,,,,,,,,,,,,,,,,
dialogue_e80OCju,"Ой! Ищете работу, да? Проверь капитана на корабле, чувак!",,,,,,,,,,,,,,,,
dialogue_Q8Ce8C4,"Эй, ты... что... ах... скраммер! Идиот! Сколько раз я говорил ему не пропускать посетителей, не взяв сначала оружие! Я поставлю его на бриг для этого. n\n Так что ты сейчас здесь, а я все еще жив, так что добро пожаловать, добро пожаловать и все такое. Что ты хочешь, незнакомец?",,,,,,,,,,,,,,,,
dialogue_amauOoS,Капитан Исаак Сек,,,,,,,,,,,,,,,,
dialogue_qG4eK6U,Еще раз привет! n\n Вы уже говорили с <color=#ffffff>Oldtimer</color> в <color=#ffffff>rear engine room</color>? n\n Хотите узнать что-нибудь еще?,,,,,,,,,,,,,,,,
dialogue_ilGOeCa,"Заблудись! Мы не будем иметь ничего общего с такими, как ты.",,,,,,,,,,,,,,,,
dialogue_SLWw4a8,Интересные факты о планете?,,,,,,,,,,,,,,,,
dialogue_4mWWi8e,"Оглянись! Просто пыль, камни, черви, страшные летающие вещи и многое другое, пытающееся убить вас, в дополнение к радиации и жаре. Это была испытательная площадка для зираксов, так что ожидайте много вещей, лежащих вокруг. Кроме того, эта порода лишена каких-либо ценных материалов, кроме нескольких дорогостоящих, но труднодоступных.",,,,,,,,,,,,,,,,
dialogue_Wxa4uxe,"Что я могу сказать? Наш клан, Врен, получил работу от Салурианца. Они бросили нас сюда, чтобы собрать кое-что - мы даже не знали, что это было. К счастью, у нас есть наш <color=#ffffff>Oldtimer</color>. Без него мы были бы потеряны. Мы потеряли половину экипажа в первую неделю. Салурианский клан, возможно, не был бы счастлив, так как именно их ребята просто зашли в большое гнездо. Предупреждали, но не слушали. Ненавидел эти породы. Не большая потеря.",,,,,,,,,,,,,,,,
dialogue_GWKa4Ca,"Дай посмотреть. Хм. Вообще-то да. На орбите было несколько обломков, которые мы прошли, пробираясь через патрули Zirax вокруг <color=#ffffff>Omicron</color>. Если вы ищете этих людей, они могут быть уже мертвы. Хотя не уверен. Комы Zirax были более тихими, чем обычно. Может быть, эти парни с логотипом проскользнули мимо них, а командиры Zirax редко сообщают о поражении. Хаха.",,,,,,,,,,,,,,,,
dialogue_qmBKG5i,"Таш, Таш. Где я слышал это имя? В конце концов, это имя Талона, но, боюсь, я не уверен, откуда оно. Вы должны перейти к <color=#ffffff>Omicron</color>. Та же система. Это своего рода резервация Талона. n\n Возможно, вы узнаете больше там.",,,,,,,,,,,,,,,,
dialogue_EuG4O4K,"@q0 Я надеялся, что ты это скажешь. <color=#ffffff>Oldtimer</color>, наш инженер, нуждается в серьезной помощи, чтобы заставить нас идти снова. Ха! Гениальный ублюдок. Он 120 лет и каждую неделю возглавляет очередной мятеж против меня. Милый старик, но он знает, что нам нужно найти на этой пыльной скале, чтобы получить некоторую прибыль для семьи. <color=#fbff00>Найди его в задних машинных отделениях</color>, проверь с ним... и дай мне знать, если он снова попытается свергнуть меня..ha!",,,,,,,,,,,,,,,,
dialogue_4aG480m,"Да, капитан!",,,,,,,,,,,,,,,,
dialogue_wCKaiQS,Старожил,,,,,,,,,,,,,,,,
dialogue_g84mams,"Что ты здесь делаешь? Тебе здесь нечего делать! n\n Если вы ищете работу, <color=#ffffff> сначала поговорите с капитаном Сехком</color>! Он где-то в комнате управления двигателем.",,,,,,,,,,,,,,,,
dialogue_OG9KOig,"@q0 Привет. Ты новый парень? Еще одна никчемная душа на пиратском сундуке. Не думал, что кто-то пошлет на помощь. Так что не будем терять время. Не становишься моложе, да? Ядра процессора этой мусорной корзины корабля сломаны. Видели эти «цветные» дроны на вашем пути сюда? Дайте мне <color=#fbff00>5 их компьютерных блоков </color>, чтобы я мог раздеть ценные вещи. Ваш ИИ должен уметь анализировать их части. Не тратьте время на то, чтобы возвращать руины.",,,,,,,,,,,,,,,,
dialogue_G8Keuiq,<color=#7dff7d>Да!</color,,,,,,,,,,,,,,,,
dialogue_0Cmqi8G,<color=#ffae00> Сначала нужно почистить вещи.</color>,,,,,,,,,,,,,,,,
dialogue_uYUOCWW,"@q0Heya. Нужна подготовка к большой охоте, а? Не волнуйтесь, скраперы <color=#ffffff> не сопротивляются </color>, но будьте осторожны с дряблыми пальцами при их разрыве. Эти дроны старше меня, да! n\n Следите за этими «<color=#ffffff>Collection Points</color>» и «<color=#ffffff>Refuse Piles</color>»... используйте свой детектор, малыш!",,,,,,,,,,,,,,,,
dialogue_OIiOeSK,По дороге!,,,,,,,,,,,,,,,,
dialogue_Nq88K8e,"@q0 Ну, ты все еще жив. Урожай тоже выглядит хорошо. Эти компьютеры помогут нам заставить старушку снова пойти - хотя бы частично. Я сейчас в хорошем настроении. Вы можете <color=#ffffff> сохранить остальные компьютеры</color>. Я уже соскреб их печатные платы. n\n Теперь позволь мне делать свою работу. <color=#fbff00>Вернитесь позже!</color>",,,,,,,,,,,,,,,,
dialogue_a84mGmi,"Ладно, старожил.",,,,,,,,,,,,,,,,
